用户,星级,评论
小鸭子妈妈爱小鸭,5.0,优惠不少，做的也不错！就是款式少
妞妞儿～,5.0,味道不错，经常买……口感好……
XNA779908345,4.0,每次都是去他家订蛋糕，蛋糕的味道很棒，用了代金卷后简直太划算了
zhaoruibo326,3.0,口味不错！价格实惠！孩子很喜欢
匿名用户,5.0,买好几次了！方便快捷优质，会回购
匿名用户,5.0,买好几次了！方便快捷优质，会回购
匿名用户,5.0,买好几次了！方便快捷优质，会回购
夕夕的乖乖,5.0,买好几次了！方便快捷优质，会回购
qLZ330842999,2.0,比较划算合适 交钱太费劲 款员不给力
PwQ328199685,4.0,味道不错！好吃，经常买！用美团很优惠
PwQ328199685,4.0,味道不错！好吃，经常买！用美团很优惠
匿名用户,5.0,口感不错，而且位置也很好找，每次路过都会买
AsB497018669,4.0,不错，很好吃。微信支付很方便。
萌萌源L,3.0,挺好的，外卖送餐也很快，嗯，味道不错
Kfk191304117,5.0,蛋糕真的很漂亮，妹妹看到好开心，用美团优惠了很多，好开心
惜泺,3.0,有时去晚一点品种太少 口味不错 喜欢
wangyinglian1985,3.0,孩子一直很喜欢吃好美滋的蛋糕，团购挺直的。
区域,北京,餐饮类型,小吃快餐,店铺id,1648866,店铺名称,健将一品（新街口店）,经度,116.372197,纬度,39.940522
用户,星级,评论
崔704,3.0,招牌粥挺好喝的。。菜口味偏淡了点。。。
匿名用户,5.0, #牛肉饼# #红烧带鱼# #小炒猪肝# #鲜虾蟹煲粥# #外婆烧猪肘# #砂锅山药排骨粥# #家常烧带鱼#
QqG902245165,3.0,还不错孩子非常喜欢，味道还行，快递也可以
OPn320261563,2.0,冷面和焖面忒难吃，不光是味道难吃面又硬又干，炒菜味道也一般、点的几乎没怎么吃，不会有下次了
wing_32,3.0,不是会员价太高了！！！！！！！！！
金山41,5.0,还可以吧
匿名用户,3.0,味道一般，价格有点贵。店里人不多，上菜挺快的
RIx814220722,3.0,一般般，中午去的人较多，凉菜不好吃还不如超市的小菜
匿名用户,4.0,挺好的，有点过外卖，也有去店里吃过
NzL954665956,1.0,环境不温馨，屋子黑，不干净，菜品口感不好吃，价格贵菜就一点点。下次不会去了。
heibao2121,2.0,上菜速度太慢，一个炒面等40分钟
TXb354997654,5.0,服务好，品质高，干净卫生，回头客
xysmile2,5.0,可以！味道清淡！符合我口胃！很满意
婀娜遇上小祥子,3.0,饭菜不好吃，看着以为还不错，结果就冰粥好吃
匿名用户,4.0,味道可以，就是价格有点贵
SaV890189818,2.0,饭菜一般吧，菜盒子咸的很…………
匿名用户,1.0,要多难吃，有多难吃，关键还贵，服务员好像都是老板 #焖面# #白菜锅贴#
ofj764067856,4.0,很不错，下次还去光临，约上好友等
gyp403251258,5.0,有点贵。 比较好吃😋
cugliming,5.0,环境可以，菜品也还好
岩海长弓,3.0,不记得什么时候用过这个，是否已经过期了
arw392470602,5.0,上菜速度一般，味道还行，粥品推荐 #鲜虾蟹煲粥#
arw392470602,5.0,菜品不是很便宜，和吃炒菜价格差不多了
彭迪668013,2.0,点了份白菜豆腐粉丝汤简直没发吃，下次不会再去了
_qqx231429343125,5.0,老顾客了，经常来，粥的味道还是不错的
rfvuhb8426,5.0,味道很好  菜品不错  干净 吃起来放心！还会点的！
imimbird,5.0,店就在新街口百货的路口，很好找，方便快捷，喝的粥吃的炒菜，木须油菜很爽口。
阿飞的喵酱,5.0,还好吧……感觉没什么特色 凑合吃
ANK899012104,5.0,小菜和粥味道都不错，分量也足。
HmW464087576,4.0,在美团上看到，看评价不错就一直想来试试。服务确实好，点餐的帅哥特别好，什么样的埋单方式都可以，还说美团会便宜些。真的非常感谢。饭菜的味道也不错，粥熬的很软，我女儿尤其热爱这里的南瓜粥，一碗都喝完了。两个大人一个小孩，点了两个菜没有吃完，烧麦也剩下了。店里放映着他们的照片，女儿一直看，我也顺带了解了下，觉得管理非常不错，很愉快的一次就餐
匿名用户,4.0,一般般了，沒事不錯😊！沒在去那裏過。
ify947213917,5.0,味道特别棒，位置特别好找。。。。。
o形影o,3.0,"服务非常周到，很亲切热心。
菜色口味，真的就一般吧，不是会很想再去。"
狗鲵冉,5.0,环境好，服务好，吃的东西也好，棒
追逐1119,5.0,我就复制了这段话，走到哪发到哪，我买的全是我爱吃的，我爱吃的都是超级棒的店家！我的使命就是吃遍所有美食！每天最开心的事就是把肚子吃饱，吃为大！为了成为一名专业的吃货而努力着不需要排队，口味好，服务好，
kXB739368735,5.0,口味还可以。发生了一点小意外。处理的还可以
vCW979571893,5.0,还不错～就是全都是小菜量～可以点很多种类
yTX974394666,5.0,吃了好几次了，味道很好，推荐推荐呦
xcy春日艳阳天,4.0,离单位很近，中午经常来这里吃，粥的味道还是不错的。
xcy春日艳阳天,4.0,就在单位边上，经常在这里吃午餐，整体还不错！
sunji12345,5.0,好吃不贵服务好，买美团也不错👌 还会再吃
匿名用户,3.0,环境一般，服务员不是很热情，口味一般。
匿名用户,4.0,服务热情，价格便宜，菜品质量好
oNM619741821,5.0,老熟客了，基本每月都回来，以后还是会常来的
oNM619741821,5.0,给你一个大大的赞，好吃，便宜，下回再来光顾
姚爱琛,5.0,环境不错，交通便利，饭菜味道很好。店铺干净卫生，服务周到，赞
山渣菌,5.0,好棒呀 吃得饱饱的 味道也都很好 ～
WYp151607923,3.0,口味还可以，菜量适中，总体感觉还可以
Byf861516192,5.0,美味量有多，小孩吃也方便，下次还来
huosida,5.0,家常菜味道好，分量不错，比宏状元便宜实惠，经常来，一直有团购
huosida,5.0,宫保鸡丁好吃，粥更是美味，经常来的店，常年有团购优惠很实惠
hgbxs,5.0,非常棒，冰粥特好喝，离开北京最后一餐。
vRE391147886,2.0,粥还是一如既往的好喝，但是这猪肘拍黄瓜，百分之九十五是黄瓜，猪肘我们三人每人两小片就完了，希望店家改进一下啦！！
_qqx8n1344610552,5.0,很好的，服务热情，美味可口。赞!
青春草原6666,5.0,不错的挺好的，就是在美团上的菜品没有，
hgbxs,4.0,菜品本人觉得非常棒，店长态度也非常好。
frank_fan888,4.0,味道和环境都还可以，希望菜量能再多一些
wgs920264235,3.0,还行吧，味道一般菜量不大服务一般
匿名用户,3.0,快餐类，一般只点卤肉饭，价格不便宜，服务有待提高。
RVR827056541,3.0,挺不错的～环境还好！粥比较好～口味也不错
ZCc738793649,3.0,粥很好喝，我们要的是南瓜粥和皮蛋瘦肉粥，鸡蛋馅饼也是新烙的，皮比较厚，比较郁闷的是煎饺，皮是新煎的，金黄的油油的卖相很好，可惜里面的馅还是凉的，应该是在冰箱里放的，现煎一下了事，所以整体只能给个及格分
jHl862087308,5.0,环境好，菜也可口，经常来的，团购也合适#田园蔬菜粥# 
独自雨中漫步,5.0,一直很喜欢他家的菜品，粥的味道很好！
jHl862087308,5.0,环境好，菜也很可口，经常光临的，
zwy19089258,4.0,很好吃的，尤其是山楂冰粥特别可口美味！
ArS833034328,2.0,分量很足，味道还不错，价钱也公道
shx3,3.0,离家近，大众的味道，实惠的价格。
shx3,3.0,离家近，味道不错，还经济实惠。
Mrz0310,2.0,同样是连锁店，但是服务和环境根本无法和西直门北展桥附近的比拟。关注后本来每碗粥6元，可服务员说，没有这个活动，已经早过期了，简直无法！
东依白,4.0,味道不錯，物美价廉，主食很充足
txb520131415,4.0,就是分量少一点情意还可以。附近的可以去一下。
ZBO830310124,5.0,不错，每次都要去吃，推荐一下子
匿名用户,3.0,好吃，美味，简单，素食，快餐，家的感觉。#红豆粥##田园蔬菜粥#
wangpanqing123,4.0,不错哦！两个人团了两张四十的，点多了，没吃完，建议两人一张四十的就可以了
匿名用户,5.0,新品芒果酸奶冰粥那是过瘾的很，很不错的体验喜
lldwr,2.0,皮蛋粥里都是肥肉，不好吃啊！!
Kxn843220679,2.0,饼 馒头一类性价比不强 量少 粥还行！！！！
ydz51850999,4.0,态度好 菜的口味还不错 只是种类比原来少了
wuyqai,3.0,性价比一般，毕竟在北京，大家要理解
wuyqai,3.0,口味还好，粥不如南方的好，北京
CgC340357025,1.0,服务还不错，哎呀，那个排骨粥太难喝了，我闻到就想吐，再也不喝了，整体感觉不划算，不过还是谢谢美团有这个优惠，不是美团也不会去的
力战八方,3.0,新街口店，不错，比对门儿的破面条强多了。忘了拍照了，总忘
EVER殇,4.0,进去服务员根本不理。。桌子也没擦干净
wgs920264235,3.0,菜品味道还行吧，服务态度比较好，地理位置也好找，整体感觉很不错
lkY617518509,5.0,喝粥的妙地，冰粥椰奶的很好喝，肉饼很香
Qbq393540034,3.0,口味可以，经常去吃。下回可以再去
LJC367865700,5.0,很好啦，服务态度也很好。现在是常客，
匿名用户,3.0,不错，酸汤鱼很好，份量适中味鲜，来了必点。
匿名用户,3.0,据说不错，但由于某种原因退订了，每次打开美团，都有显示，评价了以后就不显示了。
葑鈊絕尘,4.0,很温馨，跟女友一起去的，空调有点凉
匿名用户,4.0,不错，口味挺棒的，很好的体验！
Jbk327789733,4.0,到了北京也算找到个能吃饱饭的地方.各g个方面都还行
DtD255633380,4.0,很好吃啊~~离家近经常吃~可惜就是粥从来没全过……
匿名用户,4.0,粥味道还不错，地理位置也好找。
wxin_spw,4.0,菜品味道挺好，不咸，我喜欢。上菜速度快。服务也挺好的。
wxin_spw,5.0,环境不错，服务也挺好，菜品味道也好。
FyR525143784,3.0,来了好多次了，好喜欢这儿的粥，真的很好喝
我儿子顺顺,3.0,还不错。但是这次的虾饺好像隔夜了，坏了。没吃
lkY617518509,5.0,经常去吃，性价比超级高，下次还去吃
平静的胖老虎,1.0,团购几年了，第一次给差评。点的黄焖鸡米饭+蔬菜粥，等了半个小时，不催还不上呢，好不容易上来了，鸡肉居然是凉的，叫了三分钟，才有人端走加热，又等了一刻钟，再催，才端回来，还不热。吧台里的女人满脸不耐烦，吊个脸子就像都欠她钱似的。顺便说一下，店里人当时并不多。绝对差评，今后永不再去!!!
YMT385177704,4.0,经济实惠，环境还不错！上菜挺快，好吃
YMT385177704,5.0,今天吃的套餐饭挺好吃的，下次还来
YMT385177704,5.0,又来了，感觉服务好，又经济实惠
csx1297909695,2.0,粥还不错人不是很多菜量一般还算便宜
HaHaiDiD,5.0,饭量大，好吃，离单位近，环境好。
HaHaiDiD,5.0,饭量大，好吃，离单位近，环境好。
HaHaiDiD,5.0,饭量大，好吃，离单位近，环境好。
HaHaiDiD,5.0,饭量大，好吃，离单位近，环境好。
HaHaiDiD,5.0,饭量大，好吃，离单位近，环境好。
我爱吃天津饭,5.0,非常好 来过好几次！特别棒。强烈推荐
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～～～～～～
WOW77771223,5.0,味道很好 服务周到强烈推荐～～～～
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～～～～～～～～～～～～～
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～～～～～～
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～～～～～
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～”～～～～～～～～～～～～～～～～～～～～～～～～～～～
WOW77771223,5.0,味道很好 服务周到 强烈推荐～～～～～～～
sang136113,3.0,一股吧你会找一个靠谱的。哦哦。
yHN559448721,3.0,店面不太显眼 但其实很不错 哎呀不知道去哪玩了
annie2wu,5.0,"进门不觉得暖和,但人不算少,陆陆续续总是有人进进出出,不会让人感到冷清。粥做得很软糯,口感很好,我带着两个女儿点了两份粥,红豆粥和蔬菜粥,前者浓稠,后者爽口,都不错。烤敷最爱,百吃不厌,粉蒸肉有些肥腻,凉了就没法吃了。"
云梦776,4.0,一个人来的，吃的有点多，味道不错
云梦776,4.0,就是喜欢喝粥，店长服务不错的。
A萍WJY,5.0,非常好，特别喜欢咱家的东西非常美味
herovida,4.0,非常地道的粥，来吃多次了，还有牛皮饼，好吃
herovida,4.0,服务好，粥很不错，值得分享，推荐
Vision333,4.0,#红豆粥# 挺好的 服务也挺好 总而言之还不错
［李］先生,4.0,不仅是饭菜可口，而且服务非常好
雁月绿纹,3.0,早上去的。两个人一份灌汤包一份水饺一份皮蛋瘦肉粥，吃得挺饱。可是47元也不便宜，是要收茶位费？
回眸珠宝,4.0,好，东西还不错服务态度也好，下一次还要再点
匿名用户,3.0,粥一般，菜的味道也还凑活 环境一般
Mpb728841194,3.0,不错啊很好的！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
rQL626514608,5.0,菜的味道很好，也很新鲜，服务不错
sKs391299839,3.0,服务态度不错 上菜速度没有那么快
Qbq393540034,3.0,我们都会在家看到的确很久了。我的
雪一cabbage,2.0,粥不错。主食差太多。反正以后不会点虾饺和锅贴了
我爱吃天津饭,5.0,很棒不错超级赞的很干净的！很棒
匿名用户,1.0,你们的士都江堰水利工程！一个人走着路口附近海域进行维权巡航速度是快了……在饿得睡不着觉都市报消息说……在乎我的世界你懂的珍惜现在吧……不知道为什么今天那么热吗！这种日子什么的都是自己不想做法大全、一直到
落幕天空756,5.0,口味好服务好环境好。物美价廉，有时间还去
HFF8888,5.0,不错  喝粥最舒服 饼不是很喜欢
匿名用户,2.0,看名字进去的，没想到口味实在太一般了，两个人点了几个菜，竟然没有一个合口的，去的时候人也不多，上菜非常慢，菜量也少，这种快餐店论性价比实在没法和人家比，希望能提高菜品，和名字能如出一辙吧！下次不会考虑了！
WOW77771223,5.0,味道不错 价格合理 经常当作工作餐吃
WoR353872130,3.0,菜品味道不错，菜量大，这个价位值了！
匿名用户,4.0,上菜很快，比以前好的多了，菜都是中规中矩，随便吃吃挺好
tady0011,2.0,看着名字过去的，结果进去之后，发现菜品实在是太一般了，一点吃的食欲没有。性价比太低，两个人吃100块钱都没吃到什么东西？以后不会再来了，希望，提高，菜品质量，提高性价比。
lz3128,4.0,味道还不错，金牌黄豆猪手比较好吃
匿名用户,4.0,好 狠给力 环境不错 服务态度很好
我思故我在zts,3.0,很速食，价格贵，味道一般，量少
青羽Naomi.,4.0,很喜欢他家的粥，面点也不错，很好很好
NgX142031145,5.0,很实惠，味道不错，值得推荐，每天来一次
NgX142031145,5.0,上菜快，环境不错，很实惠，值得推荐
ymv187834379,5.0,服务员还可以吧，不用等位，来来回回都有人来往
NgX142031145,5.0,环境不错，很实惠，来了很多次了
NgX142031145,5.0,环境不错，来了很多次了，下次还会来
匿名用户,5.0,用了很多次，他们家的券儿去北京旅游，在北京现场买的价钱合适，而且东西很好吃，特别是他那个猪蹄子特别的香卤的非常的好。
fhs608163295,5.0,是军事基地手机#皮蛋瘦肉粥# #扁豆焖面# #茶树菇烧卤肉# #酸汤肥牛# #红豆粥# #焖鱼# #红烧带鱼# 还打击打击打击核设施
FyR525143784,3.0,棒棒棒棒棒棒棒          棒棒棒棒哒
FyR525143784,3.0,菜品还行，尤其是砂锅粥，每次必点，好吃啊
匿名用户,5.0,我喜欢健将一品，所以经常来吃，所以就一直复制这个评价。。。
gou123伟,3.0,菜的口味挺好的，就是服务态度实在是太差了希望提高服务质量。
NgX142031145,5.0,环境好，很干净，上菜快，味道不错
NgX142031145,5.0,位置好找，味道不错，还非常实惠
匿名用户,1.0,，拉链手指上课不能用力去世前估计拉粑粑说了我就想吐？
NgX142031145,5.0,味道不错，很实惠，来了很多次了，下次还会来
NgX142031145,5.0,味道不错，来了很多次了，下次还会来
夙愿剑魂,5.0,经常去，味道还可以，服务质量可以再提高提高
NgX142031145,5.0,来了很多次了，味道不错，很实惠，下次还会来
xVZ952560555,4.0,粥不错，隔一段时间都会去吃。味道还不错
_qqsv21421233976,3.0,挺好的，上菜速度快，就是装菜的盆子太小，饭倒是特别多，一个第二个菜我们没有吃，雨是冷的，后来要求服务员热了下
我的傻只有你懂,3.0,还挺好的，#皮蛋瘦肉粥# 还不错，下次还会去的
匿名用户,3.0,挺好的，去过好几次了，便宜方便#白菜锅贴##韭菜锅贴##皮蛋瘦肉#
NgX142031145,5.0,位置好找，环境挺好的，味道也不错，而且很实惠
Mpb728841194,3.0,不错，挺值得的团购，就是美团的积分政策改的太cd了
NgX142031145,5.0,位置好找，味道不错，也很实惠，上菜也很快
匿名用户,3.0,一般般……的团购……上菜速度一般东西一般环境一般一般般吧……一般般吧……一般般吧……一般般吧……一般般吧……一般般吧……我想说明什么事了……一般般吧……一般般吧……一般般吧……一般般吧……一般般吧……一般般
OGF518635984,5.0,挺不错，价钱实， 挺不错，价钱实， 挺不错，价钱实，
匿名用户,3.0,还不错。零，。就是量有点儿少。
匿名用户,4.0,以前从来不去评价，不知道浪费多少积分，自从美团积分可以抵现金的时候，才知道积分的重要。后来我就把这段话复制了，走到哪，复制到哪，即能赚积分，还非常省事；特别是不用认真的评论了，又健康快乐能么么哒。可以说！不错^_^
爱我一生的他,4.0,俩人花了108美图买的劵，新用户又减20.特别值
青青。。。。。。,3.0,人挺多的，，要排队，口味很不错，特别是粥和猪脚，，，
夏鸿杰,5.0,还行，喜欢吃那个泡菜馅饼，非常好吃
CMU914961304,1.0,什么破服务态度，一点都不上心！投诉也不处理！差到家，以后再不去了
kxp542809765,4.0,扁豆焖面好吃，我的最爱，粥也爽口。下次还定
匿名用户,5.0,很好，很满意，环境安静干净很舒适，服务人员态度很好很勤快，喜欢喝这里的粥。
夙愿剑魂,5.0,一般喝粥都来这里，贵点但是种类多
ZBO830310124,5.0,不错，每次到北京都去吃～～～#红豆粥##酱猪蹄#～～
eVk152635416,3.0,每月陪一个老大哥来吃一次，人家都认识我们了
eVk152635416,3.0,味道不错，上菜比较快，就是人多
snowfir,3.0,主要是带宝宝去吃的，里面的菜品中规中矩吧
tln521,3.0,上齐菜那么难吗？非得催催催，郁闷
tln521,3.0,经常漏上菜，还得催催催，其他都很好
区域,北京,餐饮类型,火锅,店铺id,1608727751,店铺名称,马路边边串串香（亦庄上海沙龙荣耀店）,经度,116.499225,纬度,39.791192
用户,星级,评论
新啊_,5.0,好吃😋
匿名用户,2.0,很一般的串串，天津也很一般，凑合吃吧
匿名用户,1.0,房顶漏水，我的羽绒服全弄上黄色印子，还给我弄脏了。桌椅摆放距离近，特别吵，跟朋友说话都得喊着说。菜单和放食物的冷柜上都写的8毛一签，等你吃完了，他放到秤上称签子重量，还说知道一签多重，称后就知道有多少签，进水前后的签子能一样？？？欺骗消费者。
甜心儿大宝贝。,3.0,太贵 贵 真的贵 一个字贵 就是贵 没吃几串200多
pae868145792,2.0,很一般价格还高 量小品种也少   。。
rTf742007856,1.0,味道很不错，但有些坑人，别的质量差不多的串串香店里一块钱一串，这边八毛钱一串，菜量只有一半。这些都不重要，重要的是标价一串八毛，结算的时候称重计算，签字上面都是食物残渣和浸泡过的汤，我明明数了102跟，称出来是107，还非要给我按这个价钱算，这有些过分。一盘宽粉12我也是迷醉 你要是说荤菜买的是真肉之类的，这火锅粉搞这么贵闹哪样。
aJF766806047,4.0,还不错，不过希望能有麻酱之类的蘸碟
匿名用户,2.0,没咋吃！量太少了 签字上什么都一个
我在乎丶,5.0,
也许，556,5.0,
kKC667468871,5.0,
Mce923288240,5.0,
iHV902328767,5.0,
匿名用户,4.0,
KqH225636202,5.0,
KqH225636202,5.0,
Tanyawangc,5.0,
kalewofu,5.0,
saS128756351,5.0,
PAB443618778,5.0,
sunjie1989711,5.0,
AHv152173731,5.0,
erget001,5.0,
匿名用户,5.0,
wu6017465,4.0,
vgx291648785,4.0,
区域,北京,餐饮类型,火锅,店铺id,41231193,店铺名称,虾吃虾涮（长楹天街店）,经度,116.600507,纬度,39.924436
用户,星级,评论
UgU688681201,5.0,带朋友来吃的，已经来了很多次了，很好吃有不同口味，这次虾量好少呀，但是也是够吃的，还点了别的菜，麻将有点咸但是可以多放些葱花什么的就好吃了，今天去的早不用等待，以前每次去都需要等待，下次去一定要尝尝麻辣口味的，点赞
llA900855787,5.0,挺好的，每次吃都选这家哈哈哈哈
怀着小老鼠的孕妈,5.0,特别好吃 特别实惠 两个人吃真的吃不下 菜菜种类也多自己选 进门就给测体温 免洗手消液 防疫工作做的也是很不错的 店面不太好找 所以堂食的不太多 四角各一桌 接待我们的小姑娘扎着马尾辫 特别热情 也勤快 非常感谢不知姓名的她👍还会再来关顾 非常感谢 吃不了的打包了 只有摞好的盘子 算是简单的帮姑娘减负了
奶狼大大,2.0,30块钱一份无骨鸭掌，只有4个，比海底捞都贵，点了一整份豆皮，居然还不抵拼盘多，不过虾确实味道不错，这也是我常来的原因，但是第一次点无骨鸭掌和豆皮，觉得一点儿也不值，看来以后要吃，只能吃个虾锅，或者套餐里的，其他单点的都不能点，不划算
nbhg163,5.0,我们家非常喜欢吃小吃，先生一家老少都喜欢吃小孩喜欢喝果汁，玉米汁儿，大人吃饭吃虾非常的好，都去了两次了。
oik809063276,4.0,总体来说还可以，虾一般，但是肥牛不错，两个吃吃的饱饱的
qab317827024,4.0,还可以吧，饮料不是自助的
wang438786306,5.0,虾吃虾涮的忠实粉丝，尤其是这一家店，就在我们家旁边，天街后面。不知道来过几次了。就是周末过来需要等位，有点麻烦，中辣的大虾强烈推荐。
FTo173705725,3.0,麻酱太咸了，能咸死，肉要了好几次才上，下次不会在来了
qab317827024,5.0,不错不错
qab317827024,5.0,不错不错
糖酥柚子糕,4.0,挺实惠的
十月目,5.0,"很好吃
种草「#套餐：2 人招牌小锅虾套餐」"
蘂臻,4.0,餐厅很热，经济实惠，适合女生
hvv531458948,5.0,菜品不错，足够两个人吃，就餐环境不错，服务热情
西卡里里,5.0,服务不错，疫情期间也能严谨做好登记，隔桌就餐！经常来吃，吃虾很满足
laosi_w,3.0,性价比一般，服务倒是还可以的，其他都一般
抽大烟的兔子,5.0,唉，现在赶紧写写评价吧，我是之前经常去33算去吃大众点评，跟美团两个换着团，因为特别好吃，他们家的虾特别嫩，口感特别好，而且服务态度也超好，特别喜欢他们家那个前台小哥哥，推荐大家去吃，赶紧去吃，性价比特别高的一家
超级大暖男虎哥,5.0,口味很棒 「#套餐：2 人招牌小锅虾套餐」味道赞
pop桐桐,5.0,去过N回了，不多评价，就是好吃😋好吃😋味道没变，经济实惠还好吃😋
匿名用户,4.0,挺好吃的
XRF497510733,5.0,口味很不错哦
匿名用户,4.0,这家店一般般吧，虾不是很新鲜，但是喜欢虾吃虾涮的感觉。
lXY250305054,5.0,不错，喜欢口味
Hvi891661884,5.0,挺不错，很实惠济区
南524148784,5.0,好
南524148784,5.0,好
iPo831590506,5.0,很好吃
山高水长815,5.0,两人完全够吃，还有剩的，女生酌情加点菜
山高水长815,5.0,味道不错，
光大大…,3.0,"分量不多  俩人够吃   
建议改成双人餐"
FTo173705725,4.0,味道不错不错，下次还会再去
QYT379460939,5.0,老客户了 吃了很多家就这家店的最好吃
hZq352767711,5.0,还可以，挺好吃的
aHP504843100,4.0,服务态度很好，六人餐特实惠建议大家可以试试
昵称而已KR,5.0,超级好吃，推荐，强烈推荐。味道比较适合口味重的
bxF880130684,5.0,很不错，下次还来吃
匿名用户,5.0,还可以，挺不错的，适合和朋友去吃
qrR851202099,5.0,非常满意
Efd960985208,5.0,好吃实惠，够二个人
OJR331128223,5.0,非常不错
gXM224130686,5.0,很好吃
jID678054461,4.0,味道不错，环境稍微差了点，不过物美价廉，如果对环境要求不高的可以去
babyheart52,5.0,好吃
IUK388328018,1.0,"一股洗洁精味儿！！！
麻将都是油油的，感觉很不卫生"
pjI599618175,4.0,"小锅虾味道超级棒，但是酱有点咸了，加水也不及时，所以总是口渴。
记得我点外卖的时候，用这个汤煮面可是非常好吃的呢！"
Sng513529235,3.0,环境一般，味道还可以，服务挺随和的
_qqhm31406120434,4.0,70      环境优雅   干净整洁    味道不错   菜品不错    性价比强
匿名用户,3.0,除了羊肉有点不新鲜还有下锅就化之外，其他的都可以。
匿名用户,3.0,虾很好吃很适合冬天吃，底料也是喜欢的比较不错。
Au.丧世,5.0,老客人了，经常来吃，服务好，味道正，六日需要排队
UgU688681201,4.0,味道很赞，喜欢吃辣的人，应该更喜欢，一家人三口去吃的，孩子吃不了，太辣了，整体感觉很棒，小料饮料都是自助的，大虾也是很新鲜
匿名用户,5.0,来过很多次了，物美价廉，一如既往的好吃~
Ilc19950108,5.0,特别特别特别赞。恭喜你们挣到回头客一枚。虾线剃得很干净，喜欢。
pBI86023572,5.0,非常好吃
你的大脸脸,5.0,回头客了 分量很足，几乎每周都会去
匿名用户,5.0,很喜欢吃他家的虾，环境也很好，上菜快，推荐
匿名用户,5.0,贵
匿名用户,2.0,薯条没有国瑞购物中心店的多，少得可怜，但是这离家近也没得办法😭😭😭但是饮料无限续杯👍
匿名用户,2.0,太咸了服了你迷途陪着我，多OK咩，哦哦儿哦，我，哦
ghP525479509,2.0,口味还可以，没有宋家庄的好吃，而且分量还比较少
匿名用户,3.0,服务生态度差！！跟火锅没关系，好吃。
Ty2369912863,5.0,得等位，不过味道和服务都挺好的，去过两次了，推荐
zEG15765725,5.0,味道不错，上菜也很快
自我128,4.0,约老同学一起去的，味道很好，环境很好
老犇儿,4.0,已经去了很多很多次了   味道很不错
匿名用户,1.0,地方特别小，吃饭人不多，服务员特别多，真正干活的只有那么两个人。但是每次招呼服务员时一堆人都在一起聊天没一个人过来，除非主动走到她们跟前才理人！老人需要喝药，招呼服务员拿些热水要了七八次，都没有人给拿，最后还是我们自己找的，只找到了一点凑合有温度的茶水。吃过n次虾吃虾涮，这家是体验最差的！不会再去了！
圆圆圆圆yuan,3.0,还可以，就是🦐有点少，老板态度有点差
小颖妮子啦啦啦,4.0,这家店很不错呀，店可能不是太好找，但是味道，服务都是可以的。用餐高峰需要等位。好评，以后还会再去的。
Cazador.,4.0,位置不太好找，当时给老板打电话才找到的。菜品份量不少，三个人剩了好多。味道也还可以，推荐。
日光倾城一笑奈何,5.0,味道不错，挺好的
oyi129709486,5.0,挺好
hSf550851780,5.0,特别特别满意！ 两个人吃了一大份新鲜的肥牛，外加一斤超大个的虾火锅。小料多种多样，比海底捞还要全，基本满足天南地北的调料需求了。先吃了一轮虾火锅，然后又是肥牛。配菜也给的很足很丰富，两个人吃的话，团个券基本都不怎么用额外点单了，还附赠一大份款面，这个后来我们都没吃完。另外饮料也是不限量的，PS 那个树莓汁配火锅绝配了！ #招牌小锅虾# #相间肥牛# #火锅面# #藕片# #油豆皮# #油麦菜# #章鱼丸# #桂花乌梅汁# #冻豆腐# #笋片# #冬瓜# #山药#
如初i775,4.0,菜的味道还可以   挺好吃的  服务有待加强   中间需要加水   就跟一个女生服务员说了  然后就没加   吃到后面锅底都干了  其他都挺好的
Pgh874220730,3.0,座位少了些，晚去吃要等位子。第一次点原味的虾锅，虾油的味道很浓呦，下回还点
linyuxinzihe,4.0,口味好，份量十足，吃的非常尽兴，而且真的很大，压根吃不了，饮品也很好喝，推荐奶茶。
匿名用户,5.0,味道特别好，特别爱吃。就是团购的量跟店里正常点的量感觉不太一样。但是也够吃。我们三个人吃的四个人的套餐，还剩了一些打包了。味道特别好。吃了一次还想吃。不想走😂😂
匿名用户,5.0,总体来说特别喜欢，味道很好，量也正好适合两人。会再来的。总体来说特别喜欢，味道很好，量也正好适合两人。会再来的。总体来说特别喜欢，味道很好，量也正好适合两人。会再来的。
刘小晶晶子,3.0,【环境】还可以，小锅虾很好吃，就是份量有点少。
tMD936409455,3.0,回头客了，还不错，喜欢吃虾的可以推荐
匿名用户,1.0,吃到最后，从香菜里吃到一条很长的虫子🐛…然后就实在吃不下去了…以后应该不去了
爱鹤宝贝o,5.0,老顾客了，希望主食加个炸烧饼
OuJ612350572,2.0,店里的电磁炉还是什么噪声超级大 刺激耳朵 吃的整个人懵懵的 希望店家赶紧解决 太闹心了声音
xkx527562790,1.0,吃出那么大的一个蟑螂，恶心的啥都吃不下去，还收了80多块钱，无良商家
匿名用户,4.0,太好了，在附近找到了虾吃虾涮！在天街购物商城后面一栋楼里，环境很好！
