用户,星级,评论
pOP629782104,3.0,不错的地方，价位偏高，没有调查周围同行吧
美食，不诱惑！,5.0,吃拉面就来这家，环境好，面的味道正宗。
羿展,5.0,味道好，上菜快。服务热情。方便快捷
匿名用户,4.0,菜量大，就是面稍微少点
_qq7xs1367072498,2.0,"东方宫的口味就好
【口味】
【环境】
【服务】"
oIh299955797,4.0,挺好的，味道不错
cUW367595570,5.0,串的味道很赞！面也劲道！就是稍微有点咸~
yuki5885,5.0, #牛肉# #烤羊肉#
zzz66686,5.0,很喜欢这家拉面的味道。但是感觉价格有一点点高。
zzz66686,5.0,味道很正宗，很喜欢拉面，但是价格有点高，也能接受吧，
含笑零步颠,3.0,环境不错，味道也是不错的。快餐
刘孟乔,3.0,离着近，经常来。面条筋斗，正宗西北风味。
含笑零步颠,3.0,挺好吃的。拉面汤味道不错。肉少了点。
PKr443609403,5.0,好吃
赵恒.,3.0,便宜很多不开心😒！在乎自己是一
匿名用户,3.0,嗯嗯嗯嗯  还行 就是有点油了 油多多的
why123456789l,4.0,味道不错，好吃，喜欢喝这里的汤
eWz463698183,2.0,好贵呀
小丸子9958,3.0,还行，挺好吃的。份量很足都没有吃完
dFh284320977,5.0,很值了
一支某物,4.0, #烤肉筋# #双人拉面# #烤馕#
匿名用户,3.0,经常去吃这家，环境不错，干净卫生，拉面和小凉菜都挺好的。
,1.0,一天比一天小啊
QrC534622806,5.0,土耳其总统套餐
QLf793735138,5.0,非常薄，经常在这购买，实惠分量足
匿名用户,1.0,刚刚发生的，厨子比客人厉害，都快打人了！我定了一个传统面，然后看见有个凉面；我就问了老板能不能问，老板说可以，但后来…，厨子不给换，说你跟老板说没用，你得跟我说，但老板就在他对面站着，一句话不说！我问厨子，你是这么较劲吗，他说对，我就跟你较劲怎么着吧，老板还是一句话不说，然后说他叫xxx，我就在这，你怎么着？我就想问，我来吃饭的，你要打我吗？东方宫一直都有这种情况，说话蛮横不讲理，凉菜价格一样却不能拼，除非加钱升十块的、生意可以这么做吗？还是那句话，我是去吃饭的，不能换你可以说原因，上来吵架我第一次听说！
rCA688078974,5.0,一如既往地，义无反顾，天天如此。大赞
匿名用户,4.0,牛肉质量挺好的 现在给的也不之前多一些了 拉面一般要毛细的
rPx535146948,5.0,很美味
匿名用户,4.0,价格不贵 肉串也挺好吃的
likepb,4.0,常来 不错的餐厅 速度快
likepb,4.0,味道不错
likepb,4.0,回头客
likepb,4.0,回头客
likepb,4.0,回头客
likepb,4.0,回头客
likepb,4.0,回头客
likepb,4.0,回头客
likepb,4.0,回头客
xiaoxiao灰太狼,2.0,。还可以吧，不错，实惠。。。。。
PvD399572876,5.0,不错👍经常来
Lsy501852898,5.0,还好吧
Qvo632224531,5.0,美味十足
Rww868833165,4.0,就是有时候咸了点。
夜鹰813,1.0,土匪窝子，点菜挨顿说，没敢吱声，拿小菜又阴阳怪气，这两服务员不知今天是怎么了，也可能平时就这样，希望老板自己试试
Devin1980,4.0,楼下的餐厅，经常来，味道正，小菜味道不错 #传统拉面#
歪歪7838,3.0,服务态度不好
Lfy502889650,4.0,拉面的味道比较正宗，环境比较干净，整体还是不错的！
匿名用户,5.0, #传统拉面# #大拉面# #小碗拉面# #传统牛肉面# #小菜# #单人拉面# #双人拉面# #牛肉面# #菜豆腐皮# #牛肉# #面汤# #小碗面#
含笑零步颠,3.0,拉面里面的牛肉很好吃。常来吃。
含笑零步颠,4.0,拉面地道，味道好。
阿不思1434,5.0,好吃
sGa106448470,2.0,还成，面再多点就好了
nTR897749276,1.0,服务员叼的很，差劲，👎🏻
Zcd788957028,5.0,肉比较多
jgM592950945,2.0,小份菜不能拼盘不好，一小盘木耳也不少，就一样有点多够，要两样才合适
苏宝宝ai,5.0,环境不错，干净
dvP858749316,5.0,很好
dDr887878835,5.0,挺快的～味道也还可以，经常吃酸菜牛肉 希望肉多些哈哈
tVG968194497,5.0,价格再便宜点儿就行了
fWT170584200,5.0,味道不错，面很劲道，推荐！！ #牛肉面# #大拉面# #牛肉# #传统牛肉面# #传统拉面#
twQ222428139,5.0,不错
tst131142180,1.0,要了两份凉菜 结果下单下成了2个拼盘 也就是4个凉菜 要退吧还不让退 3个人怎么吃啊 最后剩了2盘
sGa106448470,1.0,面太少，吃不饱……***！
QQF290102079,5.0,好吃好吃，直接吃光光
jeV497703122,4.0,菜品可以 有荤有素 搭配合理 店面干净 装修不错 下次还来 来了就吃
eMD244311227,5.0,非常好吃
lys316966881,5.0,附近面馆很多，就数他们家最好吃，上面快，服务态度很好
sGa106448470,1.0,还行，还行！小碗面太少…
dDr887878835,4.0,挺好的，就是口味有点变化，有时候好吃有时候有点咸。
sGa106448470,3.0,小碗面太少，吃不饱啊
SGo523292896,5.0,非常好吃😋
wLh664740263,5.0,都不错，就是太慢
oIp878709086,5.0,不错
扎堆学坏,3.0,没有第一次去吃的时候好吃，不知道怎么回事
sEg649109673,1.0,团购小碗牛肉拉面12.9，之前升大碗加3元，这次居然让我加8元升大，大碗拉面原价才18元，真是无语了，真是想收多少收多少！
rPx535146948,5.0,太好吃了
扎堆学坏,3.0,这次吃的面没有上次好吃，，，，
uPn490840842,5.0,价格代表什么味道😄
aoN290100001,4.0,味道还行，就是太单一了
IlX139488530,5.0,还行，比较地道
含笑零步颠,3.0,口味还不错，拉面里的牛肉🐮挺好。
高脚蟹,2.0,为啥非得配鸡蛋呢？大中午谁愿意吃鸡蛋？而且小菜只能选一种！
含笑零步颠,3.0,口味纯正，牛肉味道很好。面筋道。
gigogigo,2.0,拉面伙计态度够硬
含笑零步颠,3.0,味道比较正宗，拉面里的牛肉很好吃😊
Feng_537,3.0,态度不好
sGa106448470,2.0,小碗量少吃不饱，大碗汤多不见面！很尴尬！
vhM332993241,2.0,鼻涕刚开业了
含笑零步颠,4.0,味道不错。东方宫拉面馆卫生比较干净。
大米他爹爹,1.0,韭菜鸡蛋的饺子楞叫三鲜馅，还理直气壮
SGo523292896,5.0,流口水～
含笑零步颠,3.0,味道地道。干净卫士，服务也不错。
mZf954666604,1.0,服务不热情，傲慢
WMW650162991,1.0,不好吃
含笑零步颠,3.0,最好能有些热菜或盖浇饭。现在都是凉菜，冬天吃了不舒服。
oLw151136748,5.0,味道好，环境好
sGa106448470,2.0,人太多的时候建议两个口一起出面，要不排队时间过长，客户体验差……
李建琪906,1.0,服务很差
sGJ508844377,5.0,味道很好吃，量大，也很快！
yoZ611534151,1.0,炒面贵就算了，还两份一起炒，服务态度不好
koufei1234,4.0,还不错，上餐挺快的
tbM617022160,5.0,五颗星
Qvo632224531,5.0,好吃又不贵，关键是整洁干净，服务很好
Qvo632224531,5.0,好吃又不贵
zhhlmj888,1.0,做拉面的师傅服务态度极其恶劣，以后不来了
含笑零步颠,4.0,挺好吃
RZe934145750,1.0,感觉比石门那家店的好吃多了……
Vsm177932600,1.0,"产品真心不敢恭维啊，客户体验太差。
客户体验包括产品和服务两方面。
昨天是专程请作为半个兰州人的朋友过去吃的，吃的都不太舒心，
骨肉相连太咸，
烤肉串有点硬，不要告诉我那叫有嚼劲，
金针菇味道平平，
凉菜拼盘 味道也很一般，真不如家里自己做的拍黄瓜。
烤馕很硬，也不入味。
除了拉面还勉强说的过去外，那些烤串类的真不咋滴，凭良心说话的，绝非同行攻击。
总之，应该不会再二次选择了。"
lys316966881,5.0,服务态度好，冬天吃碗拉面暖暖哒
fDz329097214,5.0,好吃😊
wUN591678440,1.0,简单账不会算。应提高智商及个人服务素质。
aom5free,1.0,18一碗面居然没牛肉！！！
Ares24,5.0,奥力给
omB571296054,5.0,味道不错，上菜快
yeW586562663,1.0,没有礼貌
dQB541973561,5.0,太冷了
匿名用户,4.0,面很正宗 小菜分量足 辣椒油超棒
匿名用户,4.0,天冷感冒的好去处，一碗热腾腾的面，舒服呀～
xNu912475102,1.0,服务太糟糕
RZe934145750,1.0,妈的！太一般般了……
Qvo632224531,5.0,吃拉面还是吃兰州拉面，地道，快
dQB541973561,5.0,太冷了
RZe934145750,2.0,拉面粗细不够均匀，有很粗的面头子
iiU939079119,5.0,还行吧。
lys316966881,5.0,一如即往的爱这家拉面
pBS609944608,5.0,卫生太差，大汤锅居然用洗涤灵清理后用三小塑料杯的水洗刷
RZe934145750,1.0,份量再充足点就好了，牛肉再来几小块就不错了……
DNR275256878,5.0,感冒来碗热面，舒坦~
Cli200184884,5.0,不错，不错，有点咸，中午吃了，下午喝了好多水😍
Ella_jie,5.0,天冷了吃一碗舒服！
RZe934145750,1.0,拜托！牛肉能***再少点儿吗？？都***没闻见肉味……
fmU418358242,5.0,味道不错，用餐环境干净卫生
xBY452720614,1.0,套餐小菜不给拼，只能选一种
Qvo632224531,5.0,服务好，冬天吃上一口，立马暖心
qXr140763097,4.0,就是贵
lys316966881,5.0,他们家的辣椒油不错，小凉菜很好吃，面筋道……
cpc4643766381526,5.0,。呢
Mma138265186,5.0,好吃，吃的很饱
含笑零步颠,5.0,味道还好。量再稍多点更棒！
匿名用户,3.0,团购的，一般般吧，中规中矩，人很多，味道过得去。
hBu832193508,4.0,有点咸
DFf447840504,4.0,还可以～
含笑零步颠,4.0,味道不错，量再稍大一点就好啦。
匿名用户,5.0,味美价廉，有肉块，真的是好吃，很喜欢拉面，一说到拉面，那首选就是东方宫 #传统拉面#
含笑零步颠,5.0,牛肉好吃。量再大一点更好。 #牛肉#
aNL593458048,5.0,还不错啊……
匿名用户,2.0,越来越差劲了…………，改进的地方很多
XUe816792275,5.0,我刚交的钱，还没吃，让我先评论，我希望他好吃，所以我给5星
XUe816792275,1.0,总是
CAp805072396,5.0,太好吃了！
lys316966881,5.0,很好，很干净……
用户,星级,评论
Jandi.,1.0,开始进店时态度很热情，听到美团团购服务生就拉下脸，气氛很尴尬，菜都点完了，还故意问我和朋友够吃吗，我的天呐……吃个饭很不爽。
Monery丶Nonelay,5.0,好吃，小伙伴儿第一次来北京带领他们尝尝北京的涮肉。
Monery丶Nonelay,4.0,怎么一个好吃可以形容呢？吃好吃。
qu你,3.0,今年感觉，真的很一般呢，服务不行
sIK405428488,5.0,好吃 第一次吃正宗的老北京涮肉 肉真的好香
bPH534925684,5.0,炸窝头配臭豆腐真的香！
鹧鸪菜子,5.0,这一家确实不错，推荐一下。
GWd836206707,1.0,真恶心！蔬菜里全是一坨坨的泥，让服务员来，态度极差问我怎么了，我说这么泥看不到吗，然后速度极快就拿走了，后悔没拍照。最后连一句道歉和解释也没有。肉一煮就散。
匿名用户,5.0,谢谢老板热情周到的服务，很满意的一次聚餐。
liliqinlawyer,4.0,味道挺好，环境也不错！
_qqzts1406943447,2.0,服务不好，一进来就很着急让我们点菜，很不喜欢这样，味道还过得去
梁灬萧,3.0,地方不好找，在楼后面的里面，味道还行，去的时候人不多，一个人吃的，整体价格还是有点贵的，人多应该还好。
扇子1013,5.0,好
Nhx390580676,4.0,好吃
Nhx390580676,4.0,好吃
huangyanguo,5.0,"去吃过多次非常好吃😋，环境优美
【服务】到位，菜肉量实"
eyx585298926,1.0,好厉害的火锅，是它让我开始变得好好吃饭，远离花里胡哨的火锅，感谢这家店，让我从此以后走向认真吃饭的道路，对了。筷子五毛钱一只。
风古鬼,5.0,不错，可以一吃，味道还是不错的，感觉卫生，挺好
RlB438984266,5.0,超级好吃的涮肉
匿名用户,2.0,一般一般，菜太少。不值，两个人都吃不饱。
用户,星级,评论
匿名用户,5.0,"我太爱比格了，怎么能在繁华的大北京商业街有性价比如此之高的自助呢。
首先披萨是我吃过所有自助里最优秀的，料不仅足而且一直是热的，不会给顾客发面饼的感觉，是货真价实的好几十的大披萨。
其次蛋挞也太优秀了，塔皮酥脆，挞液奶香醇厚，忍不住吃了好几个。（写着写着就咽口水)
然后各种肉串炸物底下推荐都有，一点廉价感觉没有，不像某些百十来块的自助还有可能出现又凉又硬的情况。
主食意大利面卤肉和咖喱饭真的要留出肚子尝一口，我不说了我快不行了，这周四等我。哦哦还有冰淇淋小蛋糕沙拉..啊哈哈哈哈😋😍💋🐷"
钞迷2014,4.0,还可以，味道还行，着急坐火车走，没有细细品尝，吃了部分，咖啡没打出来，其他还好吧！
LOm271131391,5.0,好吃不贵服务号，环境好
二九wq,5.0,"「#套餐：周三女士自助餐」「#葡式蛋挞」「#炸羊肉串」「#奥尔良烤鸡翅」「#榴莲比萨」
【口味】口感非常非常非常非常好  新鲜出炉
【消毒】每次都非常认真的消毒
【测温】测温记录非常准确
【分散就餐】距离产生美 哈哈哈  特殊时期特殊对待哈哈"
Benzaldehyde,5.0,服务很热情 去早了的时候会主动问你想吃什么披萨   披萨也很好吃 就是熟食不多 总之挺好的
积极很,4.0,服务员服务态度很好，主动上前询问需要什么，满意
QMK813209973,3.0,菜品很少 很少 不满意 可能因为快过年了 的原因吧
匿名用户,4.0,披萨补充不是很及时，没有叫外卖时的好
fha332575048,4.0,经常光顾。从菜品质量，到种类丰富，到价位，及就餐环境，都非常棒。推荐大家。可以满足，不同人的口味需求。自助，最喜欢的。
xaI483216971,5.0,特别好吃，休息带爸妈一起去的他们都说好吃，
用户,星级,评论
用户,星级,评论
用户,星级,评论
丽威521,3.0,凑合吧，就是吃饭的时候飞进去一个苍蝇
Fhb223951290,3.0,我们四川人吃这些，感觉比试卷的是要差一点。
JYJY厚德载物,5.0,不错，口感好，卫生！
噗噗啧啧啧,4.0,套餐很值 量也大 适合聚会
bCg545894948,5.0,店内干净，自选小料，小吃品种齐全，满意
kZd534315152,5.0,挺好吃的，下次带朋友去吃
鸳鸯火锅111,5.0,很好很满意
陈媛媛4638,4.0,还挺多
zxj150299,5.0,不错
匿名用户,4.0,很好的
Aam391666090,4.0,味道赞 分量足 菜品不错 性价比高 小食多
匿名用户,3.0,菜品不错，口味很好，小吃很多，饮料免费，总体来说不错
匿名用户,3.0,就是肉删掉，其他不错😊，还会再去的。
匿名用户,5.0,菜品全，小菜多，还有点心，服务员服务热情，离家又近，好吃且不贵！
fkj696294138,4.0,他家的火锅还是不错的
qZo679102603,4.0,很正宗，好有许多小菜，味道都不错
